uuid,vorname,nachname,geschlecht,geburtsjahr,todesjahr,vater,mutter,letzter_partner,erbfolge,kinderzahl,kinder,herkunft,kisatris_primogen,amtsantritt,comment,erbfolge_geburt
368,Käthe Caroline,von Bergetal,f,-444,-438,226,367,,16,0,,BT,Z,,,1
369,Magdalene Dis Caroline Barbara,Philipp,f,-483,-443,,,139,,1,"370,",BT,Z,,,
370,Christine,von Bergetal,f,-443,-424,139,369,342,16,1,"609,",BT,Z,,,1
371,Maximilian,Baron von Poisson,m,-480,-439,,,,,0,,KS,Z,,,
372,Zoe Ida Emma,von Tiefenfels,f,-443,-394,192,194,610,24,1,"611,",TF,Z,,,2
373,Clara Caroline,von Tiefenfels,f,-443,-439,194,192,,24,0,,TF,Z,,,2
374,Helene Emma Christina,Mai,f,-464,-399,,,229,,1,"375,",TF,Z,,,
375,Peter August,von Möwenburg,m,-443,-384,229,374,814,15,5,"613,623,731,754,815,",MB,Z,-426,Amtsantritt mit entfernung zum alten Fürsten: 1,1
376,Theodor Georg Luca,von Tiefenfels,m,-443,-410,240,141,667,22,5,"628,651,653,668,684,",TF,Z,,,2
377,Gustav Ludwig,Freiherr von Tempete,m,-462,-400,,,245,,1,"378,",KS,Z,,,
378,Gustav Jacques Jules,von Kisatris,m,-443,-375,377,245,629,21,1,"630,",KS,AABAA,,,1
379,Amalie Sibylle,Kowalski,f,-461,-432,,,250,,1,"380,",TF,Z,,,
380,Andreas Georg Richard Fiete,von Möwenburg,m,-443,-423,250,379,631,17,2,"615,632,",MB,Z,,,1
381,Sophia Bertha,von Möwenburg,f,-442,-377,142,170,700,17,2,"701,723,",MB,Z,,,1
382,Dis Milja,Schleicher,f,-462,-442,,,,,0,,BT,Z,,,
383,Catharina Nelenia,Langer,f,-461,-442,,,250,,1,"384,",EW,Z,,,
384,Sophia Nelenia Henriette,von Möwenburg,f,-442,-388,250,383,880,17,4,"635,702,860,881,",MB,Z,,,1
385,Emma Mareike Caroline Wilhelmine Gertrud,Neubert,f,-460,-403,,,254,,1,"386,",MB,Z,,,
386,Friedrich Otto,von Bergetal,m,-442,-423,254,385,636,16,1,"637,",BT,Z,,,1
387,August,Freiherr von Tempete,m,-460,-442,,,261,,1,"388,",KS,Z,,,
388,Juliane Louise,von Kisatris,f,-442,-389,387,261,774,21,5,"638,670,774,1185,1242,",KS,ACBAA,,,1
389,Julie Elise,Freifrau von Maree,f,-482,-441,,,,,0,,KS,Z,,,
390,Juliane,Freifrau von Glace,f,-467,-441,,,207,,1,"391,",KS,Z,,,
391,Zoe,von Kisatris,f,-441,-426,207,390,,21,0,,KS,AFC,,,1
392,Lea Amalie,Comtess von Aurore,f,-464,-441,,,,,0,,KS,Z,,,
393,Charlotte,Daniel,f,-462,-417,,,240,,1,"394,",TF,Z,,,
394,Julien Caspar Leo,von Tiefenfels,m,-441,-434,240,393,,24,0,,TF,Z,,,2
395,Meril Marianne,Wille,f,-460,-431,,,254,,1,"396,",EW,Z,,,
396,Friedrich Hermann,von Bergetal,m,-441,-437,254,395,,16,0,,BT,Z,,,1
397,Clement Ludwig,Freiherr von Maree,m,-465,-440,,,,,0,,KS,Z,,,
398,Jacob August,Graf von Aurore,m,-462,-440,,,245,,1,"399,",KS,Z,,,
399,Jacob Johannes Otto,von Kisatris,m,-440,-378,398,245,604,21,4,"686,702,804,1118,",KS,AABAB,,,1
400,Lea Johanna,Baronin von Manson,f,-459,-440,,,269,,1,"401,",KS,Z,,,
401,Julien Philipp,von Kisatris,m,-440,-386,269,400,739,21,2,"672,740,",KS,ABCAA,,,1
402,Martha Käthe Eva Therese,Reinhardt,f,-458,-440,,,274,,1,"403,",MB,Z,,,
403,Catharina Ursula,von Eichenwald,f,-440,-419,274,402,673,18,1,"674,",EW,Z,,,1
404,Zoe Agnes,von Kisatris,f,-440,-407,275,220,852,21,2,"726,853,",KS,AAFC,,,1
405,Johann Christoph Niroi Wilhelm,Freiherr von Maree,m,-458,-410,,,276,,1,"406,",KS,Z,,,
406,Wilhelm Luca,von Kisatris,m,-440,-412,405,276,741,21,3,"676,706,742,",KS,ACABA,,,1
407,Clara,Gräfin von Houle,f,-458,-440,,,,,0,,KS,Z,,,
408,Philipp,Beck,m,-482,-439,,,,,0,,TF,Z,,,
409,Elise Sophie,Baronin von  Lepain,f,-468,-428,,,,,0,,KS,Z,,,
410,Jacques,Freiherr von Lamer,m,-465,-427,,,220,,1,"411,",KS,Z,,,
411,Jacques Leo,von Kisatris,m,-439,-419,410,220,707,21,3,"677,679,708,",KS,AAFD,,,1
412,Mathilde Nelenia Sophia,Noll,f,-460,-423,,,259,,1,"413,",MU,Z,,,
413,Elurin,von Eichenwald,f,-439,-427,259,412,,18,0,,EW,Z,,,2
414,Friedrich Theodor Jakob Julius,Lampe,m,-459,-439,,,,,0,,MU,Z,,,
415,Christoph Maximilian Wilhelm,Braon von Foret,m,-458,-439,,,,,0,,KS,Z,,,
416,Christiane Julie,Freiin von Ciel,f,-458,-439,,,278,,1,"417,",KS,Z,,,
417,Camille Ida,von Kisatris,f,-439,-428,278,416,,21,0,,KS,ADAAA,,,1
418,Leo Gustav,Graf von Aurore,m,-457,-384,,,,,0,,KS,Z,,,
419,Nelenia Zoe,Baroness von Foret,f,-489,-438,,,,,0,,KS,Z,,,
420,Nelenia Luca Jade Frieda,Obst,f,-464,-423,,,229,,1,"421,",TF,Z,,,
421,Levke Eva,von Möwenburg,f,-438,-437,229,420,,16,0,,MB,Z,,,1
422,Amalie Friederike,Miller,f,-460,-438,,,254,,1,"423,",TF,Z,,,
423,Wilhelmine,von Bergetal,f,-438,-431,254,422,,16,0,,BT,Z,,,1
424,Clement Anton,Graf von Montagne,m,-460,-437,,,261,,2,"425,446,",KS,Z,,,
425,Jade Caroline Eva,von Kisatris,f,-438,-351,424,261,495,21,2,"770,828,",KS,ACBAB,,,1
426,Eleonore,von Bergetal,f,-438,-414,226,264,709,16,1,"710,",BT,Z,,,1
427,Johann Julien Gustav,Zabel,m,-459,-419,,,,,0,,EW,Z,,,
428,Christiane Camille,von Tiefenfels,f,-438,-433,275,225,,24,0,,TF,Z,,,2
429,Catharina Anne,von Tiefenfels,f,-438,-389,275,225,689,24,1,"690,",TF,Z,,,2
430,Paul Theodor Julien,Freiherr von Tempete,m,-458,-413,,,276,,1,"431,",KS,Z,,,
431,Marie Christina Helene,von Kisatris,f,-438,-434,430,276,,21,0,,KS,ACABB,,,1
432,Jules,Freiherr von Greve,m,-457,-356,,,281,,1,"433,",KS,Z,,,
433,Elise Charlotte,von Kisatris,f,-438,-428,432,281,,21,0,,KS,ADABA,,,1
434,Ida Maria,Naumann,f,-457,-399,,,,,0,,BT,Z,,,
435,Anne,Paulsen,f,-456,-431,,,289,,1,"436,",TF,Z,,,
436,Karl Paul Peter,von Eichenwald,m,-438,-415,289,435,743,18,2,"728,744,",EW,Z,,,2
437,Luca Andreas Philipp,Freiherr von Greve,m,-456,-438,,,292,,1,"438,",KS,Z,,,
438,Agnes,von Kisatris,f,-438,-426,437,292,,21,0,,KS,ADBAA,,,1
439,Peter Otto,Erdmann,m,-482,-437,,,,,0,,MU,Z,,,
440,Michael Joseph Gustav,von Bergetal,m,-437,-417,169,206,745,15,2,"712,746,",BT,Z,,,1
441,Amalia Clara,von Bergetal,f,-437,-418,206,169,713,15,1,"714,",BT,Z,,,1
442,Barbara Amalia Martha,Hafner,f,-464,-389,,,,,0,,MB,Z,,,
443,Camille Christiane Caroline,Baroness von Foret,f,-462,-422,,,,,0,,KS,Z,,,
444,Ida Tigrai Dorothea,Heck,f,-460,-366,,,259,,1,"445,",MU,Z,,,
445,Dior Gustav Joseph Ludwig,von Eichenwald,m,-437,-377,259,444,259,18,1,"729,",EW,Z,,,2
446,Julie Clara Frieda,von Kisatris,f,-437,-377,424,261,1114,21,4,"716,840,965,1115,",KS,ACBAC,,,1
447,Johannes Leopold,Schwarzer,m,-459,-437,,,,,0,,BT,Z,,,
448,Clement,Freiherr von Ciel,m,-458,-430,,,276,,2,"449,517,",KS,Z,,,
449,Clement Leo Ludwig Niroi,von Kisatris,m,-437,-431,448,276,,21,0,,KS,ACABC,,,1
450,Martin Julien,Baron von Lelac,m,-457,-412,,,281,,1,"451,",KS,Z,,,
451,Christiane Julie,von Kisatris,f,-437,-405,450,281,375,21,2,"718,754,",KS,ADABB,,,1
452,Juliane Christiane Luca,Zander,f,-456,-431,,,289,,1,"453,",TF,Z,,,
453,Ida,von Eichenwald,f,-437,-426,289,452,,18,0,,EW,Z,,,2
454,Johannes,Freiherr von Tempete,m,-455,-437,,,299,,1,"455,",KS,Z,,,
455,Johannes Philipp,von Kisatris,m,-437,-366,454,299,1023,21,5,"694,731,778,982,1024,",KS,ACBDA,,,1
456,Eva Helene Marie,Baronin von Lelac,f,-468,-436,,,206,,1,"457,",KS,Z,,,
457,Anton Carl Maximilian Gustav,von Kisatris,m,-436,-415,206,456,,21,0,,KS,ABEC,,,1
458,Juliane Caroline Agnes,Eisele,f,-464,-436,,,,,0,,TF,Z,,,
459,Katharina,Groß,f,-464,-436,,,229,,1,"460,",MB,Z,,,
460,Julius Konrad,von Möwenburg,m,-436,-429,229,459,,16,0,,MB,Z,,,1
461,Hannah Imke Eva,Freese,f,-460,-432,,,254,,2,"462,509,",MU,Z,,,
462,Hermann Wilhelm Ernst Johann,von Bergetal,m,-436,-368,254,461,1198,16,6,"720,734,1008,1025,1145,1199,",BT,Z,,,1
463,Jules Johann Caspar,Baron von Poisson,m,-458,-422,,,,,0,,KS,Z,,,
464,Agda Frieda,Jacobi,f,-457,-425,,,283,,1,"465,",BT,Z,,,
465,Niroi Andreas,von Eichenwald,m,-436,-428,283,464,,17,0,,EW,Z,,,1
466,Johanna Anna,Gerhardt,f,-456,-412,,,289,,1,"467,",MU,Z,,,
467,Sibylle Katharina,von Eichenwald,f,-436,-397,289,466,830,18,5,"736,738,762,780,831,",EW,Z,,,2
468,Gustav Luca,von Kisatris,m,-436,-411,152,290,818,20,4,"749,764,782,819,",KS,AAABA,,,1
469,Dorothea Käthe Lior,Fürst,f,-454,-394,,,302,,1,"470,",MU,Z,,,
470,Wilhelm Caspar Peter,von Tiefenfels,m,-436,-430,302,469,,22,0,,TF,Z,,,2
471,Eleonore Agnes Johanna Amalie,von Tiefenfels,f,-436,-404,259,307,327,21,3,"751,766,900,",TF,Z,,,2
472,Sibylle Christina Frieda Lea,Baroness von Paysage,f,-454,-387,,,309,,1,"473,",KS,Z,,,
473,Nelenia Camille Friederike Lea,von Kisatris,f,-436,-397,309,472,901,21,2,"809,902,",KS,AAHA,,,1
474,Christoph Anton Hans,Böhmer,m,-454,-436,,,310,,1,"475,",EW,Z,,,
475,Amalie Marie Mathilde,von Eichenwald,f,-436,-418,474,310,,16,0,,EW,Z,,,1
476,Paul Niroi,Freiherr von Maree,m,-481,-435,,,,,0,,KS,Z,,,
477,Frieda Eva Sibylle Clara,Schaub,f,-460,-426,,,,,0,,EW,Z,,,
478,Ludwig Jacques Clement,Baron von Paysage,m,-459,-430,,,264,,1,"479,",KS,Z,,,
479,Clement Georg Dwalin,von Bergetal,m,-435,-433,478,264,,16,0,,BT,Z,,,1
480,Dwalin Caspar Rudolf,Geiger,m,-459,-435,,,266,,1,"481,",BT,Z,,,
481,Elise,von Tiefenfels,f,-435,-425,480,266,,22,0,,TF,Z,-430,Amtsantritt mit entfernung zum alten Fürsten: 1,1
482,Heinrich,Freiherr von Plaje,m,-457,-435,,,281,,1,"483,",KS,Z,,,
483,Heinrich Julien Philipp Jacques,von Kisatris,m,-435,-388,482,281,928,21,3,"769,821,929,",KS,ADABC,,,1
484,Nelenia Therese Sibylle,Beer,f,-456,-430,,,,,0,,EW,Z,,,
485,Sophie,Petermann,f,-454,-404,,,302,,1,"486,",TF,Z,,,
486,Eva Luise,von Tiefenfels,f,-435,-433,302,485,,22,0,,TF,Z,,,2
487,Magdalena Caroline,Hanke,f,-454,-435,,,,,0,,MB,Z,,,
488,Imke Helene,Grabowski,f,-454,-434,,,,,0,,MB,Z,,,
489,Eva Louise Elise Juliane Julie,Baronin von  Lepain,f,-454,-407,,,,,0,,KS,Z,,,
490,Andreas Hugo Ilai,Haag,m,-454,-404,,,312,,1,"491,",MU,Z,,,
491,Auguste Amalie Johanna,von Eichenwald,f,-435,-426,490,312,,18,0,,EW,Z,,,2
492,Anton Niroi,Freiherr von Tempete,m,-465,-434,,,220,,1,"493,",KS,Z,,,
493,Anton August,von Kisatris,m,-434,-427,492,220,,21,0,,KS,AAFE,,,1
494,Frieda Louise Eva,Freifrau von Glace,f,-458,-396,,,275,,1,"495,",KS,Z,,,
495,Wilhelm Luca Franc,von Kisatris,m,-434,-411,275,494,425,21,3,"770,784,828,",KS,ACAAB,,,1
496,Gustav,Graf von Aurore,m,-458,-412,,,,,0,,KS,Z,,,
497,Niroi Lumiel Wilhelm Franz,von Eichenwald,m,-434,-418,283,259,,18,0,,EW,Z,,,2
498,Elise Marie,Ernst,f,-456,-434,,,,,0,,TF,Z,,,
499,Tigrai Margaretha,Dietz,f,-454,-434,,,304,,1,"500,",MU,Z,,,
500,Dorothea Sophia Clara,von Möwenburg,f,-434,-430,304,499,,17,0,,MB,Z,,,1
501,Anton Louis Martin,von Tiefenfels,m,-434,-358,307,312,699,20,4,"784,797,884,1116,",TF,Z,-401,Amtsantritt mit entfernung zum alten Fürsten: 1,2
502,Marie,Freifrau von Ciel,f,-454,-421,,,309,,1,"503,",KS,Z,,,
503,Johanna,von Kisatris,f,-434,-346,309,502,833,21,1,"834,",KS,AAHB,,,1
504,Jacob,Winkel,m,-454,-433,,,312,,1,"505,",EW,Z,,,
505,Jacob Ernst,von Eichenwald,m,-434,-371,504,312,798,18,2,"772,799,",EW,Z,,,2
506,Johann,Freiherr von Neige,m,-481,-433,,,,,0,,KS,Z,,,
507,Else Rieke,Scheller,f,-478,-433,,,,,0,,MU,Z,,,
508,Louise Lea Nelenia,Gräfin von Aurore,f,-464,-433,,,,,0,,KS,Z,,,
509,Friedrich Theodor Hans,von Bergetal,m,-433,-397,254,461,1070,16,5,"786,962,997,1052,1071,",BT,Z,,,1
510,Lumiel,von Eichenwald,f,-433,-351,283,259,787,18,2,"788,800,",EW,Z,,,2
511,Dior Elurin Hans,von Eichenwald,m,-433,-339,259,283,840,16,3,"790,862,1359,",EW,Z,-414,Amtsantritt mit entfernung zum alten Fürsten: 2,1
512,Catharina Lea Sophie,Balzer,f,-452,-421,,,,,0,,TF,Z,,,
513,Christian,Freiherr von Guerre,m,-481,-432,,,,,0,,KS,Z,,,
514,Christine Henriette Dis,Hensel,f,-478,-401,,,,,0,,BT,Z,,,
515,Wilhelmine Frieda,Zeidler,f,-462,-401,,,240,,1,"516,",EW,Z,,,
516,Julien Jacques Anton,von Tiefenfels,m,-432,-403,240,515,,24,0,,TF,Z,,,2
517,Friederike Louise Christina,von Kisatris,f,-432,-417,448,276,,21,0,,KS,ACABD,,,1
518,Bertha,Fabian,f,-457,-432,,,283,,1,"519,",BT,Z,,,
519,Idril Anton,von Eichenwald,m,-432,-405,283,518,835,17,1,"836,",EW,Z,,,1
520,Tauriel Dior,Thiemann,f,-456,-405,,,,,0,,EW,Z,,,
521,Anne Emma,Comtess von Aigul,f,-452,-432,,,,,0,,KS,Z,,,
522,Anton,Haas,m,-482,-431,,,,,0,,TF,Z,,,
523,Theodor Caspar,Freiherr von Greve,m,-481,-431,,,,,0,,KS,Z,,,
524,Agnes Julie Camille,Lux,f,-464,-417,,,,,0,,TF,Z,,,
525,Therese Ida Tova Imke,Hacker,f,-458,-431,,,274,,1,"526,",MU,Z,,,
526,Catharina Bertha,von Eichenwald,f,-431,-411,274,525,837,18,1,"838,",EW,Z,,,3
527,Caroline Louise,Baroness von Poisson,f,-454,-417,,,309,,1,"528,",KS,Z,,,
528,Charlotte Sibylle,von Kisatris,f,-431,-422,309,527,,21,0,,KS,AAHC,,,1
529,Helene Julie,von Kisatris,f,-431,-413,276,331,811,21,1,"812,",KS,ACABE,,,1
530,Elohir,Lenz,m,-459,-430,,,,,0,,EW,Z,,,
531,Christiane Lea Sibylle,Freifrau von Lamer,f,-458,-430,,,,,0,,KS,Z,,,
532,Helene Marie,von Kisatris,f,-430,-375,307,130,947,20,3,"840,866,948,",KS,AAAF,,,1
533,Katharina,Meurer,f,-452,-430,,,,,0,,BT,Z,,,
534,Hermann Richard,Volkmann,m,-450,-430,,,,,0,,BT,Z,,,
535,Emma Marie,Baroness von Foret,f,-449,-420,,,,,0,,KS,Z,,,
536,Wilhelm Karl Ole,Fick,m,-448,-416,,,333,,1,"537,",MB,Z,,,
537,Wilhelm Erlan,von Bergetal,m,-430,-429,536,333,,14,0,,BT,Z,,,1
538,Rudolf,Hering,m,-448,-430,,,334,,1,"539,",BT,Z,,,
539,Rudolf Fritz Theodor,von Bergetal,m,-430,-419,538,334,,15,0,,BT,Z,,,1
540,Friederike Frieda,Freiin von Neige,f,-448,-422,,,336,,1,"541,",KS,Z,,,
541,Marie,von Kisatris,f,-430,-333,336,540,823,21,1,"824,",KS,AFAA,,,2
542,Sophie Ida,Baronin von Lelac,f,-489,-429,,,,,0,,KS,Z,,,
543,Hubertus Heinrich,von Kisatris,m,-429,-382,226,130,841,20,1,"842,",KS,AAAG,,,1
544,Hermann Leo Jacob,von Kisatris,m,-429,-401,226,130,1006,20,3,"868,967,1007,",KS,AAAH,,,1
545,Eva Christina Zoe,Freifrau von Sante,f,-458,-365,,,,,0,,KS,Z,,,
546,Catharina,Börner,f,-452,-392,,,317,,1,"547,",EW,Z,,,
547,Jasper Hans,von Möwenburg,m,-429,-386,317,546,1044,17,3,"855,1033,1045,",MB,Z,,,2
548,Sibylle,Baronin von  Lepain,f,-449,-429,,,,,0,,KS,Z,,,
549,Marie Nelenia,von Eichenwald,f,-429,-426,220,331,,18,0,,EW,Z,,,3
550,Konrad Hermann Eike,Marquardt,m,-448,-429,,,334,,1,"551,",MB,Z,,,
551,Konrad Maximilian Dis Anton Ferdinand,von Bergetal,m,-429,-412,550,334,,15,0,,BT,Z,,,1
552,Caroline Catharina,Freifrau von Tempete,f,-448,-429,,,,,0,,KS,Z,,,
553,Eike Karl,Weise,m,-447,-405,,,340,,1,"554,",MB,Z,,,
554,Margarete Maria Johanna Gertrud,von Bergetal,f,-429,-374,553,340,845,14,1,"846,",BT,Z,-390,Amtsantritt mit entfernung zum alten Fürsten: 2,1
555,Franc Carl,Graf von Montagne,m,-447,-426,,,347,,1,"556,",KS,Z,,,
556,Franc Jacob,von Kisatris,m,-429,-401,555,347,882,21,2,"848,883,",KS,AAFAA,,,2
557,Shira,Hinrichs,f,-464,-428,,,226,,1,"558,",MU,Z,,,
558,Sophia Margarete Eva Maria,von Bergetal,f,-428,-423,226,557,,16,0,,BT,Z,,,1
559,Andreas,Baron von  Lepain,m,-455,-402,,,,,0,,KS,Z,,,
560,Therese Else,Schaaf,f,-454,-428,,,,,0,,EW,Z,,,
561,Julius Heinrich,Kleine,m,-450,-418,,,327,,1,"562,",EW,Z,,,
562,Heinrich Jacob,von Tiefenfels,m,-428,-408,561,327,,24,0,,TF,Z,,,3
563,Anne Therese,Freifrau von Guerre,f,-449,-428,,,,,0,,KS,Z,,,
564,Hubertus,von Bergetal,m,-428,-408,299,340,511,15,1,"862,",BT,Z,,,1
565,Buri Joseph,von Bergetal,m,-428,-391,299,340,679,15,3,"858,1001,1200,",BT,Z,,,1
566,Johanna Katharina Christine,von Eichenwald,f,-428,-397,342,220,903,18,2,"860,904,",EW,Z,,,3
567,Idril Eleonore Christiane,von Eichenwald,f,-428,-417,220,342,,18,0,,EW,Z,,,3
568,Jasper,Scholl,m,-446,-403,,,,,0,,MB,Z,,,
569,Emma,Vetter,f,-478,-416,,,,,0,,EW,Z,,,
570,Christine Amalia,Kasper,f,-462,-427,,,240,,1,"571,",MU,Z,,,
571,Frieda Marie Agnes Christina,von Tiefenfels,f,-427,-401,240,570,,24,0,,TF,Z,,,3
572,Louise Camille Friederike Caroline,Baroness von Paysage,f,-461,-427,,,,,0,,KS,Z,,,
573,Louise Anne Amalie Sophie,Freiin von Mouton,f,-458,-427,,,275,,1,"574,",KS,Z,,,
574,Anton Johann Paul,von Kisatris,m,-427,-404,275,573,949,21,1,"950,",KS,ACAAC,,,2
575,Dorothea Rahel Ilai Sophia,Huth,f,-456,-427,,,289,,1,"576,",MU,Z,,,
576,Karl Ferdinand Andreas,von Eichenwald,m,-427,-417,289,575,,18,0,,EW,Z,,,3
577,August,Freiherr von Tempete,m,-455,-395,,,,,0,,KS,Z,,,
578,Marianne Eleonore Anna Therese,Michael,f,-454,-427,,,,,0,,EW,Z,,,
579,Catharina Anne Christina,Freifrau von Plaje,f,-454,-427,,,309,,1,"580,",KS,Z,,,
580,Sophie,von Kisatris,f,-427,-389,309,579,968,21,3,"870,884,969,",KS,AAHD,,,2
581,Nelenia,Baroness von Lelac,f,-449,-390,,,,,0,,KS,Z,,,
582,Otto,Ebert,m,-448,-427,,,333,,1,"583,",EW,Z,,,
583,Therese Milja,von Bergetal,f,-427,-409,582,333,,14,0,,BT,Z,,,1
584,Din Martin,Barthel,m,-447,-394,,,342,,1,"585,",MU,Z,,,
585,Din Jacob Johann,von Eichenwald,m,-427,-382,584,342,1282,18,3,"872,1073,1283,",EW,Z,,,3
586,Schem Fritz,Höfer,m,-446,-427,,,,,0,,MU,Z,,,
587,Johannes Heinrich Luca Jacob,Freiherr von Greve,m,-445,-427,,,360,,1,"588,",KS,Z,,,
588,Lea,von Kisatris,f,-427,-385,587,360,1046,21,2,"874,1047,",KS,AAFBA,,,2
589,Eike Christiane,Boldt,f,-478,-426,,,,,0,,MU,Z,,,
590,Louis Friedrich,von Eichenwald,m,-426,-385,269,274,885,18,1,"886,",EW,Z,,,3
591,Anton Dior Meriel,von Eichenwald,m,-426,-396,274,269,984,18,4,"877,888,985,1117,",EW,Z,,,3
592,Paul Julius,von Tiefenfels,m,-426,-402,141,327,649,22,3,"879,907,976,",TF,Z,,,3
593,Charlotte Agnes,Freiin von Lamer,f,-448,-366,,,336,,1,"594,",KS,Z,,,
594,Johann Clement Maximilian,von Kisatris,m,-426,-406,336,593,,21,0,,KS,AFAB,,,2
595,Gustav,Vollmer,m,-447,-426,,,,,0,,TF,Z,,,
596,Otto Andreas,Graf von Aurore,m,-446,-426,,,,,0,,KS,Z,,,
597,Anna Jade Ida,Lenz,f,-478,-425,,,,,0,,MU,Z,,,
598,Therese Edda Juliane Sophia,Liebig,f,-454,-365,,,,,0,,BT,Z,,,
599,Hermann Jacob,Albers,m,-454,-425,,,,,0,,TF,Z,,,
600,Otto Peter,Schatz,m,-450,-425,,,,,0,,MB,Z,,,
601,Jade Sibylle,Freifrau von Guerre,f,-449,-423,,,329,,2,"602,621,",KS,Z,,,
602,Wilhelm Andreas Leo Maximilian,von Kisatris,m,-425,-389,329,601,952,20,3,"910,933,953,",KS,AAADA,,,1
603,Franz Ludwig,Neuhaus,m,-449,-425,,,331,,1,"604,",MU,Z,,,
604,Dorothea Barbara Ida Sibylle,von Eichenwald,f,-425,-367,603,331,1471,18,8,"891,935,1061,1075,1118,1148,1302,1472,",EW,Z,,,3
605,Louis Heinrich Niroi Caspar,Baron von Poisson,m,-446,-372,,,,,0,,KS,Z,,,
606,Johann Ole,Heinen,m,-446,-425,,,,,0,,MU,Z,,,
607,Zoe,Freiin von Ciel,f,-444,-425,,,366,,1,"608,",KS,Z,,,
608,Sibylle Agnes Julie Zoe,von Kisatris,f,-425,-402,366,607,986,21,3,"893,912,987,",KS,AFBA,,,2
609,Meril,von Eichenwald,f,-425,-422,342,370,,18,0,,EW,Z,,,3
610,Karl,Zeller,m,-443,-422,,,372,,1,"611,",EW,Z,,,
611,Amalie Johanna Charlotte,von Tiefenfels,f,-425,-349,610,372,,24,0,,TF,Z,,,3
612,Frieda Agnes,Kasper,f,-443,-397,,,375,,1,"613,",EW,Z,,,
613,Levke Juliane Johanna,von Möwenburg,f,-425,-400,375,612,894,15,1,"895,",MB,Z,,,1
614,Wilhelmine Eva,Obst,f,-443,-400,,,380,,1,"615,",BT,Z,,,
615,Helene Magdalena,von Möwenburg,f,-425,-411,380,614,,17,0,,MB,Z,,,3
616,Clement Gustav Caspar,Baron von Poisson,m,-458,-424,,,,,0,,KS,Z,,,
617,Bertha,von Möwenburg,f,-424,-391,304,250,815,17,6,"913,1008,1169,1201,1233,1262,",MB,Z,,,3
618,Wilhelmine Frieda,Kohl,f,-452,-403,,,317,,1,"619,",EW,Z,,,
619,August Fiete Maximilian,von Möwenburg,m,-424,-386,317,618,694,17,5,"938,1010,1171,1203,1314,",MB,Z,,,3
620,August Japhi,Zorn,m,-450,-424,,,,,0,,MU,Z,,,
621,Elise Agnes,von Kisatris,f,-424,-383,329,601,1150,20,5,"916,971,989,1121,1151,",KS,AAADB,,,1
622,Katharina,von Möwenburg,f,-424,-361,375,336,1600,14,2,"918,1601,",MB,Z,-383,Amtsantritt mit entfernung zum alten Fürsten: 1,1
623,Katharina Ursula,von Möwenburg,f,-424,-328,336,375,1297,15,3,"920,1205,1298,",MB,Z,,,1
624,Peter Fritz Friedrich Johann,Schumann,m,-446,-424,,,352,,1,"625,",BT,Z,,,
625,Mathilde Nelenia Elurin,von Eichenwald,f,-424,-365,624,352,846,18,4,"922,982,1012,1303,",EW,Z,,,3
626,Johanna Marie,Freiin von Sante,f,-444,-389,,,,,0,,KS,Z,,,
627,Lea,von Tiefenfels,f,-424,-419,376,259,,22,0,,TF,Z,,,1
628,Theodor Ludwig Otto Johann,von Tiefenfels,m,-424,-363,376,259,1001,22,6,"940,1027,1050,1059,1078,1487,",TF,Z,,,1
629,Johanna Friederike Elise,Gräfin von Aurore,f,-443,-423,,,378,,1,"630,",KS,Z,,,
630,Camille,von Kisatris,f,-424,-393,378,629,991,21,2,"973,992,",KS,AABAAA,,,2
631,Dior Therese Sibylle,Geyer,f,-443,-424,,,380,,1,"632,",EW,Z,,,
632,Fiete Bahne,von Möwenburg,m,-424,-397,380,631,993,17,2,"956,994,",MB,Z,,,3
633,Alrich,Herbst,m,-442,-399,,,,,0,,MB,Z,,,
634,Caspar Julius,Kübler,m,-442,-422,,,384,,1,"635,",TF,Z,,,
635,Therese Judith,von Möwenburg,f,-424,-415,634,384,,17,0,,MB,Z,,,3
636,Henriette Milja Amalia,Brenner,f,-442,-397,,,386,,1,"637,",BT,Z,,,
637,Friedrich Anton Hermann,von Bergetal,m,-424,-396,386,636,1013,16,2,"925,1014,",BT,Z,,,3
638,Sophia,von Eichenwald,f,-424,-410,312,388,,18,0,,EW,Z,,,3
639,Louise,Freifrau von Sante,f,-459,-403,,,269,,1,"640,",KS,Z,,,
640,Louise,von Kisatris,f,-423,-412,269,639,,21,0,,KS,ABCAB,,,2
641,Marianne,Wahl,f,-458,-407,,,,,0,,BT,Z,,,
642,Georg,Baron von Manson,m,-458,-423,,,276,,1,"643,",KS,Z,,,
643,Georg Johannes Heinrich,von Kisatris,m,-423,-362,642,276,995,21,1,"996,",KS,ACABF,,,2
644,Paul Christian Joseph,Runge,m,-454,-390,,,312,,1,"645,",TF,Z,,,
645,Joachim Bernhard August,von Eichenwald,m,-423,-406,644,312,,18,0,,EW,Z,,,3
646,Martin,Graf von Aurore,m,-448,-423,,,334,,1,"647,",KS,Z,,,
647,Auguste Vagna Eva Mathilde,von Bergetal,f,-423,-400,646,334,958,15,2,"943,959,",BT,Z,,,2
648,Heinrich Jacques,Graf von Houle,m,-446,-413,,,350,,1,"649,",KS,Z,,,
649,Jacques Heinrich Anton Martin,von Kisatris,m,-423,-357,648,350,592,21,1,"976,",KS,ACCBA,,,2
